Time,Acc,Prs
96.51,512,746
96.515,512,745
96.52,512,746
96.525,512,745
96.53,512,746
96.535,512,746
96.54,512,745
96.545,512,746
96.55,512,745
96.555,512,745
96.56,512,745
96.565,512,745
96.57,512,746
96.575,512,746
96.58,512,745
96.585,512,745
96.59,512,745
96.595,512,746
96.6,512,746
96.605,512,746
96.61,512,745
96.615,512,745
96.62,512,746
96.625,512,746
96.63,512,746
96.635,512,745
96.64,513,746
96.645,512,745
96.65,512,746
96.655,512,745
96.66,512,746
96.665,512,745
96.67,512,745
96.675,512,745
96.68,512,745
96.685,511,746
96.69,512,745
96.695,512,745
96.7,512,745
96.705,512,745
96.71,512,746
96.715,512,746
96.72,512,746
96.725,512,745
96.73,512,746
96.735,512,745
96.74,512,745
96.745,512,745
96.75,512,745
96.755,512,746
96.76,512,745
96.765,512,745
96.77,512,745
96.775,512,745
96.78,512,745
96.785,512,746
96.79,512,745
96.795,512,745
96.8,512,746
96.805,512,745
96.81,512,746
96.815,512,745
96.82,512,746
96.825,512,745
96.83,512,746
96.835,512,745
96.84,512,746
96.845,512,745
96.85,512,746
96.855,512,745
96.86,512,746
96.865,512,745
96.87,512,746
96.875,511,745
96.88,512,746
96.885,512,745
96.89,512,746
96.895,512,745
96.9,512,746
96.905,512,745
96.91,512,746
96.915,512,745
96.92,512,746
96.925,512,745
96.93,512,746
96.935,512,745
96.94,512,746
96.945,512,745
96.95,512,745
96.955,512,745
96.96,512,745
96.965,512,746
96.97,512,745
96.975,512,746
96.98,512,745
96.985,512,746
96.99,512,745
96.995,512,745
97,512,745
97.005,512,746
97.01,512,745
97.015,512,745
97.02,511,746
97.025,512,746
97.03,512,746
97.035,512,745
97.04,512,746
97.045,512,746
97.05,512,746
97.055,512,746
97.06,512,746
97.065,512,745
97.07,512,746
97.075,511,746
97.08,512,746
97.085,511,745
97.09,512,746
97.095,512,746
97.1,512,746
97.105,512,746
97.11,512,745
97.115,512,746
97.12,512,745
97.125,512,745
97.13,512,745
97.135,512,745
97.14,512,746
97.145,512,745
97.15,512,745
97.155,512,746
97.16,512,745
97.165,512,745
97.17,512,746
97.175,512,746
97.18,512,745
97.185,512,746
97.19,512,745
97.195,512,745
97.2,512,746
97.205,512,746
97.21,512,746
97.215,512,745
97.22,512,746
97.225,512,745
97.23,512,746
97.235,512,745
97.24,512,745
97.245,512,745
97.25,512,746
97.255,512,745
97.26,512,746
97.265,512,745
97.27,512,746
97.275,512,745
97.28,512,746
97.285,512,745
97.29,512,746
97.295,512,745
97.3,511,746
97.305,512,745
97.31,512,746
97.315,512,745
97.32,512,746
97.325,512,745
97.33,512,746
97.335,512,745
97.34,512,746
97.345,512,745
97.35,512,745
97.355,512,745
97.36,512,745
97.365,512,745
97.37,512,745
97.375,512,745
97.38,512,746
97.385,512,745
97.39,512,745
97.395,512,745
97.4,512,746
97.405,512,746
97.41,512,745
97.415,512,746
97.42,512,745
97.425,512,746
97.43,512,745
97.435,512,745
97.44,512,745
97.445,512,746
97.45,511,746
97.455,512,746
97.46,512,745
97.465,512,746
97.47,512,746
97.475,512,745
97.48,512,745
97.485,512,746
97.49,512,746
97.495,512,746
97.5,512,745
97.505,512,746
97.51,512,745
97.515,512,745
97.52,512,746
97.525,512,745
97.53,512,746
97.535,512,745
97.54,512,745
97.545,512,745
97.55,512,746
97.555,512,746
97.56,512,746
97.565,512,745
97.57,512,746
97.575,512,745
97.58,512,746
97.585,512,746
97.59,512,746
97.595,512,745
97.6,512,745
97.605,512,745
97.61,512,745
97.615,512,745
97.62,512,745
97.625,512,746
97.63,512,746
97.635,512,745
97.64,512,746
97.645,512,746
97.65,512,746
97.655,512,746
97.66,512,745
97.665,512,745
97.67,512,745
97.675,512,746
97.68,512,746
97.685,511,746
97.69,512,745
97.695,512,746
97.7,512,746
97.705,512,746
97.71,512,745
97.715,512,745
97.72,512,745
97.725,512,745
97.73,512,746
97.735,512,745
97.74,512,745
97.745,512,746
97.75,512,745
97.755,511,745
97.76,512,745
97.765,512,746
97.77,512,746
97.775,512,745
97.78,512,745
97.785,512,745
97.79,512,746
97.795,512,746
97.8,512,746
97.805,512,746
97.81,512,745
97.815,512,745
97.82,512,745
97.825,512,746
97.83,512,746
97.835,512,746
97.84,512,746
97.845,512,745
97.85,512,745
97.855,512,745
97.86,512,745
97.865,512,746
97.87,512,746
97.875,512,745
97.88,512,746
97.885,512,746
97.89,512,745
97.895,512,745
97.9,512,746
97.905,512,746
97.91,512,745
97.915,512,746
97.92,511,746
97.925,512,746
97.93,512,745
97.935,511,745
97.94,512,746
97.945,512,746
97.95,512,746
97.955,512,746
97.96,512,746
97.965,512,746
97.97,512,746
97.975,512,746
97.98,512,745
97.985,512,745
97.99,512,745
97.995,512,745
98,512,745
98.005,512,746
98.01,512,745
98.015,512,746
98.02,512,745
98.025,512,746
98.03,512,746
98.035,512,745
98.04,512,746
98.045,512,746
98.05,512,745
98.055,512,746
98.06,512,746
98.065,512,746
98.07,512,746
98.075,512,745
98.08,512,746
98.085,512,746
98.09,512,746
98.095,512,745
98.1,512,745
98.105,512,745
98.11,512,745
98.115,512,745
98.12,512,746
98.125,512,746
98.13,513,745
98.135,512,746
98.14,512,745
98.145,512,746
98.15,512,745
98.155,512,746
98.16,512,746
98.165,512,746
98.17,511,746
98.175,512,746
98.18,512,745
98.185,512,745
98.19,512,746
98.195,512,746
98.2,512,745
98.205,511,746
98.21,512,746
98.215,512,745
98.22,512,745
98.225,512,746
98.23,512,745
98.235,512,746
98.24,512,745
98.245,512,746
98.25,512,745
98.255,512,746
98.26,512,746
98.265,512,745
98.27,512,746
98.275,512,746
98.28,512,745
98.285,512,746
98.29,512,746
98.295,512,745
98.3,512,745
98.305,512,745
98.31,512,745
98.315,512,746
98.32,512,746
98.325,512,746
98.33,513,746
98.335,512,745
98.34,512,745
98.345,512,746
98.35,512,746
98.355,511,746
98.36,512,746
98.365,512,745
98.37,512,746
98.375,512,746
98.38,512,746
98.385,512,746
98.39,512,746
98.395,512,745
98.4,512,745
98.405,512,745
98.41,512,746
98.415,512,745
98.42,512,746
98.425,512,745
98.43,512,745
98.435,512,745
98.44,512,746
98.445,512,746
98.45,512,746
98.455,512,745
98.46,512,746
98.465,512,745
98.47,512,745
98.475,512,746
98.48,512,745
98.485,512,746
98.49,512,745
98.495,512,746
98.5,512,746
98.505,512,746
98.51,512,746
98.515,512,745
98.52,512,746
98.525,512,746
98.53,512,746
98.535,512,745
98.54,512,745
98.545,512,746
98.55,512,745
98.555,512,745
98.56,512,746
98.565,512,746
98.57,512,745
98.575,512,746
98.58,512,746
98.585,512,746
98.59,512,745
98.595,512,746
98.6,512,746
98.605,512,746
98.61,512,746
98.615,512,745
98.62,512,746
98.625,512,746
98.63,512,745
98.635,512,745
98.64,512,745
98.645,512,746
98.65,512,746
98.655,512,745
98.66,512,746
98.665,512,745
98.67,512,745
98.675,512,745
98.68,512,745
98.685,512,745
98.69,512,745
98.695,511,745
98.7,512,746
98.705,512,745
98.71,512,746
98.715,512,746
98.72,512,745
98.725,512,746
98.73,512,746
98.735,512,745
98.74,512,745
98.745,512,745
98.75,512,745
98.755,512,746
98.76,512,746
98.765,512,745
98.77,512,746
98.775,512,745
98.78,512,745
98.785,512,745
98.79,512,745
98.795,512,746
98.8,512,746
98.805,512,745
98.81,512,745
98.815,512,745
98.82,512,746
98.825,512,746
98.83,512,745
98.835,512,746
98.84,512,746
98.845,512,745
98.85,512,745
98.855,512,746
98.86,512,746
98.865,512,745
98.87,512,746
98.875,512,745
98.88,512,746
98.885,512,745
98.89,512,745
98.895,512,745
98.9,512,745
98.905,512,746
98.91,512,745
98.915,512,745
98.92,512,745
98.925,512,746
98.93,512,745
98.935,512,745
98.94,512,745
98.945,512,746
98.95,512,746
98.955,512,745
98.96,512,745
98.965,512,746
98.97,512,745
98.975,512,745
98.98,512,746
98.985,512,745
98.99,512,745
98.995,512,745
99,512,746
99.005,512,746
99.01,512,745
99.015,512,745
99.02,512,745
99.025,512,745
99.03,512,746
99.035,512,746
99.04,512,745
99.045,512,745
99.05,512,746
99.055,512,746
99.06,512,746
99.065,512,746
99.07,512,746
99.075,512,746
99.08,512,746
99.085,512,745
99.09,512,745
99.095,512,746
99.1,512,745
99.105,512,746
99.11,512,745
99.115,512,745
99.12,512,745
99.125,512,746
99.13,512,746
99.135,512,745
99.14,512,745
99.145,512,745
99.15,512,745
99.155,512,745
99.16,512,745
99.165,512,746
99.17,512,746
99.175,512,746
99.18,512,745
99.185,512,745
99.19,512,745
99.195,512,745
99.2,512,745
99.205,512,746
99.21,512,746
99.215,512,745
99.22,512,746
99.225,512,745
99.23,512,745
99.235,512,746
99.24,512,746
99.245,512,746
99.25,512,746
99.255,512,746
99.26,512,745
99.265,512,746
99.27,512,745
99.275,512,746
99.28,512,745
99.285,511,746
99.29,512,746
99.295,512,746
99.3,512,745
99.305,512,746
99.31,512,746
99.315,512,745
99.32,512,746
99.325,512,745
99.33,512,745
99.335,512,746
99.34,512,745
99.345,512,745
99.35,512,746
99.355,512,745
99.36,512,746
99.365,512,745
99.37,512,746
99.375,512,745
99.38,512,746
99.385,512,745
99.39,512,746
99.395,512,745
99.4,512,746
99.405,512,746
99.41,511,746
99.415,512,746
99.42,512,746
99.425,512,746
99.43,512,746
99.435,512,746
99.44,512,745
99.445,512,746
99.45,512,745
99.455,512,746
99.46,512,745
99.465,512,746
99.47,512,745
99.475,512,746
99.48,512,745
99.485,512,746
99.49,512,745
99.495,512,745
99.5,512,745
99.505,512,746
99.51,511,745
99.515,512,745
99.52,512,745
99.525,512,746
99.53,512,745
99.535,512,746
99.54,512,745
99.545,512,746
99.55,512,745
99.555,512,746
99.56,512,745
99.565,512,746
99.57,512,745
99.575,512,746
99.58,512,745
99.585,512,746
99.59,512,745
99.595,512,746
99.6,512,745
99.605,512,746
99.61,512,745
99.615,512,746
99.62,512,745
99.625,512,746
99.63,512,745
99.635,512,746
99.64,511,745
99.645,512,746
99.65,513,745
99.655,512,746
99.66,512,745
99.665,512,745
99.67,512,745
99.675,512,745
99.68,512,745
99.685,512,745
99.69,512,745
99.695,512,746
99.7,512,746
99.705,512,745
99.71,512,746
99.715,512,746
99.72,512,746
99.725,512,746
99.73,512,746
99.735,512,745
99.74,512,746
99.745,512,745
99.75,511,745
99.755,512,745
99.76,512,745
99.765,512,745
99.77,512,745
99.775,512,745
99.78,512,745
99.785,512,745
99.79,512,746
99.795,512,745
99.8,512,745
99.805,512,746
99.81,512,746
99.815,512,746
99.82,512,745
99.825,512,746
99.83,512,746
99.835,512,746
99.84,512,745
99.845,512,746
99.85,512,745
99.855,512,746
99.86,512,745
99.865,512,746
99.87,512,746
99.875,512,746
99.88,512,745
99.885,512,746
99.89,512,745
99.895,512,746
99.9,512,745
99.905,512,746
99.91,512,745
99.915,512,746
99.92,512,745
99.925,512,746
99.93,512,746
99.935,512,746
99.94,512,745
99.945,512,745
99.95,512,745
99.955,512,746
99.96,512,745
99.965,512,746
99.97,512,745
99.975,512,745
99.98,512,745
99.985,512,745
99.99,512,745
99.995,512,746
100.000,512,745
100.005,512,746
100.010,512,745
100.015,512,746
100.020,512,745
100.025,512,745
100.030,512,746
100.035,511,745
100.040,512,745
100.045,512,746
100.050,512,745
100.055,512,745
100.060,511,746
100.065,512,745
100.070,512,746
100.075,512,746
100.080,512,746
100.085,512,745
100.090,512,745
100.095,512,745
100.100,512,746
100.105,512,746
100.110,512,746
100.115,512,745
100.120,512,746
100.125,512,745
100.130,512,746
100.135,512,745
100.140,512,746
100.145,512,746
100.150,512,745
100.155,512,745
100.160,512,745
100.165,512,746
100.170,512,745
100.175,512,746
100.180,512,745
100.185,512,745
100.190,511,746
100.195,512,745
100.200,512,746
100.205,512,746
100.210,512,746
100.215,512,746
100.220,512,745
100.225,512,746
100.230,511,745
100.235,512,745
100.240,512,746
100.245,512,745
100.250,512,745
100.255,512,745
100.260,512,746
100.265,512,746
100.270,512,745
100.275,512,746
100.280,512,746
100.285,512,745
100.290,512,746
100.295,512,745
100.300,512,745
100.305,512,746
100.310,512,745
100.315,512,745
100.320,512,746
100.325,512,746
100.330,512,746
100.335,512,746
100.340,512,745
100.345,512,745
100.350,512,746
100.355,512,746
100.360,512,746
100.365,512,745
100.370,512,746
100.375,512,745
100.380,512,746
100.385,512,746
100.390,512,745
100.395,512,745
100.400,511,745
100.405,512,745
100.410,512,745
100.415,512,745
100.420,512,745
100.425,511,746
100.430,512,745
100.435,512,745
100.440,512,745
100.445,512,746
100.450,512,745
100.455,511,745
100.460,512,746
100.465,512,746
100.470,512,745
100.475,512,746
100.480,512,745
100.485,512,746
100.490,512,745
100.495,512,745
100.500,512,746
100.505,512,745
100.510,512,745
100.515,512,746
100.520,512,746
100.525,512,746
100.530,512,746
100.535,512,745
100.540,512,746
100.545,511,745
100.550,511,745
100.555,512,745
100.560,512,746
100.565,512,745
100.570,512,745
100.575,512,746
100.580,512,746
100.585,512,746
100.590,512,746
100.595,512,746
100.600,512,746
100.605,512,746
100.610,512,745
100.615,512,746
100.620,512,746
100.625,512,746
100.630,512,746
100.635,512,745
100.640,512,745
100.645,512,746
100.650,512,745
100.655,512,746
100.660,512,745
100.665,512,745
100.670,512,746
100.675,512,745
100.680,512,746
100.685,512,746
100.690,512,746
100.695,512,745
100.700,512,746
100.705,512,745
100.710,511,746
100.715,512,746
100.720,512,746
100.725,512,745
100.730,512,745
100.735,512,745
100.740,512,745
100.745,512,745
100.750,512,745
100.755,512,745
100.760,512,745
100.765,512,746
100.770,512,746
100.775,512,746
100.780,512,745
100.785,512,746
100.790,512,746
100.795,512,745
100.800,512,745
100.805,512,745
100.810,512,745
100.815,512,745
100.820,512,746
100.825,512,746
100.830,512,746
100.835,512,746
100.840,512,745
100.845,512,746
100.850,512,745
100.855,512,745
100.860,512,745
100.865,512,746
100.870,512,746
100.875,512,745
100.880,512,745
100.885,512,746
100.890,512,745
100.895,512,746
100.900,512,745
100.905,512,745
100.910,512,746
100.915,512,746
100.920,512,745
100.925,512,745
100.930,512,745
100.935,512,746
100.940,512,746
100.945,512,746
100.950,512,746
100.955,512,745
100.960,512,746
100.965,512,746
100.970,512,745
100.975,512,745
100.980,512,745
100.985,512,745
100.990,512,746
100.995,512,745
101.000,512,745
101.005,512,745
101.010,512,745
101.015,512,745
101.020,512,745
101.025,512,745
101.030,513,745
101.035,512,745
101.040,512,746
101.045,512,746
101.050,512,745
101.055,512,746
101.060,512,745
101.065,512,745
101.070,512,746
101.075,512,746
101.080,512,746
101.085,512,746
101.090,512,745
101.095,512,746
101.100,512,745
101.105,512,745
101.110,512,746
101.115,512,745
101.120,512,746
101.125,512,745
101.130,512,746
101.135,512,745
101.140,512,745
101.145,512,745
101.150,512,746
101.155,512,746
101.160,512,746
101.165,512,745
101.170,512,745
101.175,512,745
101.180,512,745
101.185,512,746
101.190,512,746
101.195,512,746
101.200,512,745
101.205,512,746
101.210,512,745
101.215,512,745
101.220,512,746
101.225,512,745
101.230,512,746
101.235,512,745
101.240,512,746
101.245,512,745
101.250,512,745
101.255,512,745
101.260,512,745
101.265,512,745
101.270,512,746
101.275,512,745
101.280,512,746
101.285,512,745
101.290,512,746
101.295,512,745
101.300,512,746
101.305,512,745
101.310,512,745
101.315,512,746
101.320,512,745
101.325,512,745
101.330,511,746
101.335,512,746
101.340,512,746
101.345,512,745
101.350,512,746
101.355,512,746
101.360,512,745
101.365,512,745
101.370,511,746
101.375,512,745
101.380,512,745
101.385,512,745
101.390,512,745
101.395,512,745
101.400,512,745
101.405,512,746
101.410,512,745
101.415,512,745
101.420,512,745
101.425,512,745
101.430,512,746
101.435,512,745
101.440,512,745
101.445,512,746
101.450,512,745
101.455,512,745
101.460,512,745
101.465,511,746
101.470,512,745
101.475,512,745
101.480,512,746
101.485,512,746
101.490,512,746
101.495,512,746
101.500,512,746
101.505,512,746
101.510,512,745
101.515,512,745
101.520,512,746
101.525,512,745
101.530,512,745
101.535,511,745
101.540,512,745
101.545,512,745
101.550,512,746
101.555,512,746
101.560,512,745
101.565,512,745
101.570,512,746
101.575,512,746
101.580,512,746
101.585,512,746
101.590,512,746
101.595,512,746
101.600,511,745
101.605,512,746
101.610,512,746
101.615,512,745
101.620,512,745
101.625,512,746
101.630,511,746
101.635,512,746
101.640,512,746
101.645,512,746
101.650,512,746
101.655,512,745
101.660,512,745
101.665,512,745
101.670,512,745
101.675,512,745
101.680,512,745
101.685,512,745
101.690,512,745
101.695,512,745
101.700,512,745
101.705,512,746
101.710,512,746
101.715,512,746
101.720,512,745
101.725,512,746
101.730,512,745
101.735,512,746
101.740,512,745
101.745,512,745
101.750,512,745
101.755,512,745
101.760,512,745
101.765,512,745
101.770,512,746
101.775,512,746
101.780,512,745
101.785,512,746
101.790,512,746
101.795,511,745
101.800,512,745
101.805,512,746
101.810,512,745
101.815,512,745
101.820,512,746
101.825,512,745
101.830,512,746
101.835,513,745
101.840,512,745
101.845,512,746
101.850,512,746
101.855,512,746
101.860,512,745
101.865,512,745
101.870,512,746
101.875,512,746
101.880,512,745
101.885,512,745
101.890,511,745
101.895,512,746
101.900,511,746
101.905,512,745
101.910,512,746
101.915,512,745
101.920,512,746
101.925,512,745
101.930,512,746
101.935,512,746
101.940,512,746
101.945,512,746
101.950,512,745
101.955,512,746
101.960,512,746
101.965,512,746
101.970,512,745
101.975,512,745
101.980,512,745
101.985,512,746
101.990,512,745
101.995,512,746
102.000,512,745
102.005,512,745
102.010,512,746
102.015,512,745
102.020,512,745
102.025,512,746
102.030,512,745
102.035,512,745
102.040,512,745
102.045,512,746
102.050,512,746
102.055,512,745
102.060,512,745
102.065,512,745
102.070,511,745
102.075,512,745
102.080,512,746
102.085,512,746
102.090,511,745
102.095,512,745
102.100,512,745
102.105,512,745
102.110,512,745
102.115,512,746
102.120,512,746
102.125,512,745
102.130,512,745
102.135,512,745
102.140,512,746
102.145,512,746
102.150,512,745
102.155,512,745
102.160,512,745
102.165,512,746
102.170,512,745
102.175,512,746
102.180,512,745
102.185,512,746
102.190,512,746
102.195,512,745
102.200,512,745
102.205,512,745
102.210,512,746
102.215,512,745
102.220,512,746
102.225,512,745
102.230,512,746
102.235,512,745
102.240,512,746
102.245,512,745
102.250,512,746
102.255,512,745
102.260,512,746
102.265,512,745
102.270,512,746
102.275,512,745
102.280,512,746
102.285,511,745
102.290,512,746
102.295,512,745
102.300,512,746
102.305,512,745
102.310,512,746
102.315,512,745
102.320,512,746
102.325,512,745
102.330,512,746
102.335,512,746
102.340,512,746
102.345,512,745
102.350,512,746
102.355,512,746
102.360,512,746
102.365,512,745
102.370,512,746
102.375,512,745
102.380,512,745
102.385,512,746
102.390,512,746
102.395,512,745
102.400,512,746
102.405,512,746
102.410,512,745
102.415,512,746
102.420,512,746
102.425,512,746
102.430,512,746
102.435,512,745
102.440,512,746
102.445,512,745
102.450,512,746
102.455,512,746
102.460,512,746
102.465,512,746
102.470,512,745
102.475,512,745
102.480,512,746
102.485,512,746
102.490,512,745
102.495,512,745
102.500,512,745
102.505,512,745
102.510,512,746
102.515,512,746
102.520,512,746
102.525,512,746
102.530,512,745
102.535,512,745
102.540,512,746
102.545,512,746
102.550,512,745
102.555,512,746
102.560,512,745
102.565,512,746
102.570,512,745
102.575,512,746
102.580,512,745
102.585,512,746
102.590,512,746
102.595,512,746
102.600,511,745
102.605,512,746
102.610,512,745
102.615,512,745
102.620,512,745
102.625,512,745
102.630,512,745
102.635,512,745
102.640,512,745
102.645,512,745
102.650,512,746
102.655,512,745
102.660,512,746
102.665,512,745
102.670,512,746
102.675,512,745
102.680,512,746
102.685,512,745
102.690,512,746
102.695,512,745
102.700,512,746
102.705,512,745
102.710,512,746
102.715,512,745
102.720,512,746
102.725,512,746
102.730,512,746
102.735,512,745
102.740,512,746
102.745,512,746
102.750,512,745
102.755,512,746
102.760,512,745
102.765,512,746
102.770,511,746
102.775,512,746
102.780,512,745
102.785,511,746
102.790,512,746
102.795,512,746
102.800,512,746
102.805,512,745
102.810,512,745
102.815,512,746
102.820,512,746
102.825,512,745
102.830,512,746
102.835,512,745
102.840,512,746
102.845,512,746
102.850,512,746
102.855,512,745
102.860,512,745
102.865,511,746
102.870,512,745
102.875,512,745
102.880,512,745
102.885,512,745
102.890,512,746
102.895,512,746
102.900,512,746
102.905,512,746
102.910,512,746
102.915,512,746
102.920,512,745
102.925,512,745
102.930,512,746
102.935,512,745
102.940,512,745
102.945,512,746
102.950,512,745
102.955,512,746
102.960,512,745
102.965,512,746
102.970,512,745
102.975,512,746
102.980,512,745
102.985,512,746
102.990,512,746
102.995,512,746
103.000,512,745
103.005,512,745
103.010,512,745
103.015,512,745
103.020,512,745
103.025,512,745
103.030,512,746
103.035,512,745
103.040,512,745
103.045,512,745
103.050,512,746
103.055,512,745
103.060,512,746
103.065,512,745
103.070,512,746
103.075,512,745
103.080,512,746
103.085,512,745
103.090,512,746
103.095,512,745
103.100,512,746
103.105,512,745
103.110,512,746
103.115,512,745
103.120,512,746
103.125,512,745
103.130,512,746
103.135,512,745
103.140,512,746
103.145,512,745
103.150,512,746
103.155,512,746
103.160,512,745
103.165,512,745
103.170,512,746
103.175,512,746
103.180,512,746
103.185,512,746
103.190,512,746
103.195,512,746
103.200,512,746
103.205,512,745
103.210,512,746
103.215,512,745
103.220,512,745
103.225,512,746
103.230,512,746
103.235,512,746
103.240,512,746
103.245,512,745
103.250,512,745
103.255,512,746
103.260,512,746
103.265,512,746
103.270,512,746
103.275,512,745
103.280,512,746
103.285,512,745
103.290,512,746
103.295,512,745
103.300,512,745
103.305,512,745
103.310,512,746
103.315,512,745
103.320,512,745
103.325,512,746
103.330,513,746
103.335,512,746
103.340,512,745
103.345,512,746
103.350,512,745
103.355,513,745
103.360,512,745
103.365,512,745
103.370,512,745
103.375,512,745
103.380,512,746
103.385,512,745
103.390,511,745
103.395,512,745
103.400,512,746
103.405,512,745
103.410,512,746
103.415,512,745
103.420,512,746
103.425,512,745
103.430,512,746
103.435,512,745
103.440,512,746
103.445,512,745
103.450,512,746
103.455,512,745
103.460,512,746
103.465,512,745
103.470,512,746
103.475,512,745
103.480,512,746
103.485,512,745
103.490,512,746
103.495,512,745
103.500,512,746
103.505,512,745
103.510,511,746
103.515,512,745
103.520,512,746
103.525,512,745
103.530,512,746
103.535,512,745
103.540,512,746
103.545,512,745
103.550,512,746
103.555,511,745
103.560,512,745
103.565,512,746
103.570,512,746
103.575,512,745
103.580,513,746
103.585,512,745
103.590,512,745
103.595,512,746
103.600,512,745
103.605,512,745
103.610,512,745
103.615,512,745
103.620,512,745
103.625,511,746
103.630,512,746
103.635,512,746
103.640,512,745
103.645,512,745
103.650,512,746
103.655,512,746
103.660,512,745
103.665,512,746
103.670,512,746
103.675,512,746
103.680,512,745
103.685,512,746
103.690,512,746
103.695,512,746
103.700,512,746
103.705,512,745
103.710,512,746
103.715,512,746
103.720,512,746
103.725,512,745
103.730,512,745
103.735,512,746
103.740,512,745
103.745,512,746
103.750,512,745
103.755,512,746
103.760,512,745
103.765,512,746
103.770,512,745
103.775,512,745
103.780,512,746
103.785,512,745
103.790,512,745
103.795,512,745
103.800,512,746
103.805,512,745
103.810,512,746
103.815,512,745
103.820,512,746
103.825,511,745
103.830,512,746
103.835,512,745
103.840,512,746
103.845,512,745
103.850,512,745
103.855,512,746
103.860,512,746
103.865,512,745
103.870,512,746
103.875,512,745
103.880,512,746
103.885,512,745
103.890,512,746
103.895,512,745
103.900,512,746
103.905,512,745
103.910,512,746
103.915,512,745
103.920,512,746
103.925,512,745
103.930,512,746
103.935,512,745
103.940,512,746
103.945,511,745
103.950,512,746
103.955,512,746
103.960,512,746
103.965,512,745
103.970,512,745
103.975,512,746
103.980,512,745
103.985,512,745
103.990,512,746
103.995,512,746
104.000,512,746
104.005,512,746
104.010,512,745
104.015,512,746
104.020,512,745
104.025,511,745
104.030,512,746
104.035,512,746
104.040,512,745
104.045,512,745
104.050,512,745
104.055,512,745
104.060,512,746
104.065,512,745
104.070,512,745
104.075,512,746
104.080,512,745
104.085,512,746
104.090,512,746
104.095,512,745
104.100,512,745
104.105,512,746
104.110,512,746
104.115,512,746
104.120,512,745
104.125,512,745
104.130,512,746
104.135,512,745
104.140,512,745
104.145,512,746
104.150,512,745
104.155,512,746
104.160,512,745
104.165,512,746
104.170,512,745
104.175,512,746
104.180,512,745
104.185,512,746
104.190,512,745
104.195,512,745
104.200,512,745
104.205,512,745
104.210,512,745
104.215,512,746
104.220,512,746
104.225,512,745
104.230,512,746
104.235,512,745
104.240,512,746
104.245,512,746
104.250,512,746
104.255,512,746
104.260,512,745
104.265,512,746
104.270,512,745
104.275,512,745
104.280,512,745
104.285,512,745
104.290,512,745
104.295,512,746
104.300,512,745
104.305,512,745
104.310,512,746
104.315,512,746
104.320,512,745
104.325,512,746
104.330,512,746
104.335,512,745
104.340,512,745
104.345,512,746
104.350,512,746
104.355,512,745
104.360,512,746
104.365,512,745
104.370,512,746
104.375,512,746
104.380,512,745
104.385,512,745
104.390,512,745
104.395,512,746
104.400,512,746
104.405,512,745
104.410,512,745
104.415,512,745
104.420,512,745
104.425,512,745
104.430,512,745
104.435,512,745
104.440,512,745
104.445,512,746
104.450,512,745
104.455,512,745
104.460,512,746
104.465,512,746
104.470,512,746
104.475,512,746
104.480,512,746
104.485,512,746
104.490,512,746
104.495,511,745
104.500,512,746
104.505,512,746
104.510,512,746
104.515,512,746
104.520,512,745
104.525,512,746
104.530,512,745
104.535,513,745
104.540,512,745
104.545,512,746
104.550,512,745
104.555,512,746
104.560,512,745
104.565,512,746
104.570,512,745
104.575,512,746
104.580,512,745
104.585,512,746
104.590,512,745
104.595,512,746
104.600,512,745
104.605,512,746
104.610,512,745
104.615,512,746
104.620,512,745
104.625,512,745
104.630,512,745
104.635,512,745
104.640,512,745
104.645,512,746
104.650,512,745
104.655,512,746
104.660,512,746
104.665,512,745
104.670,513,746
104.675,512,745
104.680,512,745
104.685,512,745
104.690,512,746
104.695,512,745
104.700,512,746
104.705,512,745
104.710,512,746
104.715,512,746
104.720,512,746
104.725,512,745
104.730,512,746
104.735,512,745
104.740,512,746
104.745,512,746
104.750,512,746
104.755,512,746
104.760,512,745
104.765,512,746
104.770,512,745
104.775,512,746
104.780,512,745
104.785,512,746
104.790,512,745
104.795,512,746
104.800,512,746
104.805,512,746
104.810,512,746
104.815,512,746
104.820,512,746
104.825,512,746
104.830,512,746
104.835,512,745
104.840,512,745
104.845,512,745
104.850,512,745
104.855,512,745
104.860,512,745
104.865,512,746
104.870,512,745
104.875,512,745
104.880,512,746
104.885,512,745
104.890,512,746
104.895,512,745
104.900,512,745
104.905,512,746
104.910,512,745
104.915,512,745
104.920,512,745
104.925,512,745
104.930,513,745
104.935,512,745
104.940,512,745
104.945,512,746
104.950,512,746
104.955,512,746
104.960,512,745
104.965,512,746
104.970,512,745
104.975,512,745
104.980,512,745
104.985,512,746
104.990,512,746
104.995,512,745
105.000,512,746
105.005,512,745
105.010,512,746
105.015,512,745
105.020,512,746
105.025,512,745
105.030,512,745
105.035,512,745
105.040,512,746
105.045,512,745
105.050,512,746
105.055,512,745
105.060,512,746
105.065,512,745
105.070,512,746
105.075,512,745
105.080,512,746
105.085,512,745
105.090,512,746
105.095,512,746
105.100,512,745
105.105,512,746
105.110,512,745
105.115,512,745
105.120,512,746
105.125,512,745
105.130,512,746
105.135,512,746
105.140,512,745
105.145,512,746
105.150,512,745
105.155,512,746
105.160,512,745
105.165,511,746
105.170,512,746
105.175,512,746
105.180,512,745
105.185,512,745
105.190,512,745
105.195,512,745
105.200,512,746
105.205,512,745
105.210,512,746
105.215,512,746
105.220,512,746
105.225,512,746
105.230,512,745
105.235,512,746
105.240,512,745
105.245,512,745
105.250,512,746
