Time,Acc,Prs
197.215,512,745
197.220,512,745
197.225,512,745
197.230,512,745
197.235,512,745
197.240,512,745
197.245,512,745
197.250,512,746
197.255,512,745
197.260,512,745
197.265,512,745
197.270,512,746
197.275,512,746
197.280,512,745
197.285,512,746
197.290,512,745
197.295,512,745
197.300,512,745
197.305,512,745
197.310,512,746
197.315,512,746
197.320,512,745
197.325,512,746
197.330,512,745
197.335,512,745
197.340,512,745
197.345,512,745
197.350,512,745
197.355,512,745
197.360,512,746
197.365,512,745
197.370,512,745
197.375,512,745
197.380,512,746
197.385,512,745
197.390,512,745
197.395,512,745
197.400,512,746
197.405,512,746
197.410,512,745
197.415,512,745
197.420,512,745
197.425,512,745
197.430,512,745
197.435,512,745
197.440,512,746
197.445,512,745
197.450,512,745
197.455,512,746
197.460,512,746
197.465,512,745
197.470,512,746
197.475,512,745
197.480,512,746
197.485,512,746
197.490,512,745
197.495,512,745
197.500,512,746
197.505,512,745
197.510,512,746
197.515,512,745
197.520,511,746
197.525,512,745
197.530,512,745
197.535,512,745
197.540,512,745
197.545,511,746
197.550,511,745
197.555,512,745
197.560,511,745
197.565,512,746
197.570,512,745
197.575,512,746
197.580,512,746
197.585,512,746
197.590,511,745
197.595,512,745
197.600,512,745
197.605,512,745
197.610,512,745
197.615,512,746
197.620,512,745
197.625,512,746
197.630,512,746
197.635,512,745
197.640,512,745
197.645,512,745
197.650,512,745
197.655,512,745
197.660,512,745
197.665,512,745
197.670,512,745
197.675,512,745
197.680,512,745
197.685,512,745
197.690,511,745
197.695,512,745
197.700,512,745
197.705,512,746
197.710,512,745
197.715,512,746
197.720,512,746
197.725,512,746
197.730,512,745
197.735,512,745
197.740,512,745
197.745,512,745
197.750,512,745
197.755,512,745
197.760,512,746
197.765,512,745
197.770,512,745
197.775,512,746
197.780,512,745
197.785,512,745
197.790,512,745
197.795,512,746
197.800,512,745
197.805,512,745
197.810,512,745
197.815,512,745
197.820,512,745
197.825,512,745
197.830,512,745
197.835,511,745
197.840,512,746
197.845,512,745
197.850,512,745
197.855,512,745
197.860,512,746
197.865,512,745
197.870,512,745
197.875,512,746
197.880,512,746
197.885,512,745
197.890,512,746
197.895,512,745
197.900,512,745
197.905,512,745
197.910,512,745
197.915,512,745
197.920,512,745
197.925,512,745
197.930,512,745
197.935,512,745
197.940,512,745
197.945,512,745
197.950,512,745
197.955,512,745
197.960,512,746
197.965,512,745
197.970,512,745
197.975,512,746
197.980,512,745
197.985,512,745
197.990,512,745
197.995,512,746
198.000,512,745
198.005,512,745
198.010,512,745
198.015,512,745
198.020,512,745
198.025,512,745
198.030,512,745
198.035,512,746
198.040,512,745
198.045,512,746
198.050,512,745
198.055,512,746
198.060,512,745
198.065,512,745
198.070,511,746
198.075,512,745
198.080,512,745
198.085,512,746
198.090,512,745
198.095,512,745
198.100,512,746
198.105,512,745
198.110,512,745
198.115,512,745
198.120,512,745
198.125,512,745
198.130,512,745
198.135,512,745
198.140,512,745
198.145,512,745
198.150,512,745
198.155,511,745
198.160,512,745
198.165,512,745
198.170,512,745
198.175,512,745
198.180,511,745
198.185,512,746
198.190,512,745
198.195,512,745
198.200,512,745
198.205,512,745
198.210,512,745
198.215,512,746
198.220,512,745
198.225,512,745
198.230,512,746
198.235,512,745
198.240,512,745
198.245,512,745
198.250,512,745
198.255,512,745
198.260,512,745
198.265,512,745
198.270,512,745
198.275,512,745
198.280,512,745
198.285,511,746
198.290,512,745
198.295,512,746
198.300,512,746
198.305,512,745
198.310,512,745
198.315,512,746
198.320,512,745
198.325,512,745
198.330,512,746
198.335,512,745
198.340,512,746
198.345,512,745
198.350,512,745
198.355,512,745
198.360,512,745
198.365,512,745
198.370,512,745
198.375,512,745
198.380,511,745
198.385,512,746
198.390,512,745
198.395,512,745
198.400,512,745
198.405,512,746
198.410,512,745
198.415,511,746
198.420,512,745
198.425,512,746
198.430,512,745
198.435,512,745
198.440,512,746
198.445,512,745
198.450,511,745
198.455,512,746
198.460,512,745
198.465,512,745
198.470,512,746
198.475,512,745
198.480,512,745
198.485,512,745
198.490,512,745
198.495,512,745
198.500,512,746
198.505,512,745
198.510,512,746
198.515,512,745
198.520,512,745
198.525,512,745
198.530,512,745
198.535,512,745
198.540,512,745
198.545,512,746
198.550,512,745
198.555,512,745
198.560,512,745
198.565,512,745
198.570,512,745
198.575,512,745
198.580,512,745
198.585,512,746
198.590,512,745
198.595,512,745
198.600,512,745
198.605,512,745
198.610,512,746
198.615,512,745
198.620,512,745
198.625,512,745
198.630,512,745
198.635,512,746
198.640,512,745
198.645,512,745
198.650,512,745
198.655,512,745
198.660,512,745
198.665,512,745
198.670,512,746
198.675,512,746
198.680,512,745
198.685,512,745
198.690,512,746
198.695,512,746
198.700,511,746
198.705,512,746
198.710,512,745
198.715,512,745
198.720,511,746
198.725,512,746
198.730,512,745
198.735,512,746
198.740,512,745
198.745,512,745
198.750,512,746
198.755,512,746
198.760,512,746
198.765,512,745
198.770,512,746
198.775,512,745
198.780,512,745
198.785,512,745
198.790,512,745
198.795,512,745
198.800,512,745
198.805,512,745
198.810,512,746
198.815,512,745
198.820,512,746
198.825,512,745
198.830,512,745
198.835,512,745
198.840,512,745
198.845,512,746
198.850,512,745
198.855,512,745
198.860,512,745
198.865,512,745
198.870,512,745
198.875,512,745
198.880,512,745
198.885,512,746
198.890,512,745
198.895,511,745
198.900,512,745
198.905,512,745
198.910,512,745
198.915,512,745
198.920,512,746
198.925,512,745
198.930,512,745
198.935,512,745
198.940,512,746
198.945,512,745
198.950,512,745
198.955,512,745
198.960,512,745
198.965,512,746
198.970,512,745
198.975,512,746
198.980,512,745
198.985,512,745
198.990,512,746
198.995,512,745
199.000,512,746
199.005,512,746
199.010,512,746
199.015,512,746
199.020,512,745
199.025,512,746
199.030,512,746
199.035,512,746
199.040,512,745
199.045,512,745
199.050,512,745
199.055,512,745
199.060,512,745
199.065,512,746
199.070,512,745
199.075,512,745
199.080,512,745
199.085,512,745
199.090,512,745
199.095,512,745
199.100,512,745
199.105,512,745
199.110,512,745
199.115,512,746
199.120,512,745
199.125,512,745
199.130,512,746
199.135,512,745
199.140,512,746
199.145,512,745
199.150,512,746
199.155,512,745
199.160,512,746
199.165,512,745
199.170,512,745
199.175,512,745
199.180,511,745
199.185,512,746
199.190,512,746
199.195,512,746
199.200,512,745
199.205,512,745
199.210,512,745
199.215,512,745
199.220,512,745
199.225,512,745
199.230,512,745
199.235,512,745
199.240,512,745
199.245,512,745
199.250,512,745
199.255,512,745
199.260,512,745
199.265,512,745
199.270,512,745
199.275,512,745
199.280,512,745
199.285,511,745
199.290,512,746
199.295,512,745
199.300,512,745
199.305,512,745
199.310,512,745
199.315,512,745
199.320,512,745
199.325,511,745
199.330,512,745
199.335,512,746
199.340,512,746
199.345,512,745
199.350,512,746
199.355,512,745
199.360,512,745
199.365,512,745
199.370,512,746
199.375,512,745
199.380,512,745
199.385,512,745
199.390,512,746
199.395,512,746
199.400,512,745
199.405,512,745
199.410,512,746
199.415,512,746
199.420,512,745
199.425,512,745
199.430,512,745
199.435,512,745
199.440,512,746
199.445,512,745
199.450,512,746
199.455,512,745
199.460,512,745
199.465,512,745
199.470,512,745
199.475,512,745
199.480,512,745
199.485,511,745
199.490,512,746
199.495,512,745
199.500,512,745
199.505,512,746
199.510,512,745
199.515,512,745
199.520,512,745
199.525,512,746
199.530,511,745
199.535,512,745
199.540,512,746
199.545,512,745
199.550,512,745
199.555,512,745
199.560,512,746
199.565,512,745
199.570,512,746
199.575,512,746
199.580,512,745
199.585,512,746
199.590,512,745
199.595,512,745
199.600,512,745
199.605,512,745
199.610,512,746
199.615,512,746
199.620,512,745
199.625,512,746
199.630,512,745
199.635,512,745
199.640,512,745
199.645,512,745
199.650,512,745
199.655,512,745
199.660,512,745
199.665,512,745
199.670,512,746
199.675,512,745
199.680,512,745
199.685,512,745
199.690,512,745
199.695,512,745
199.700,512,746
199.705,512,745
199.710,512,746
199.715,512,746
199.720,512,745
199.725,512,746
199.730,512,746
199.735,512,746
199.740,513,746
199.745,512,745
199.750,512,745
199.755,512,745
199.760,512,745
199.765,512,745
199.770,512,745
199.775,512,745
199.780,512,745
199.785,512,746
199.790,511,745
199.795,512,745
199.800,512,745
199.805,512,746
199.810,512,746
199.815,512,745
199.820,512,745
199.825,512,745
199.830,512,745
199.835,512,745
199.840,512,746
199.845,512,745
199.850,512,745
199.855,512,746
199.860,512,746
199.865,512,745
199.870,512,745
199.875,512,746
199.880,512,746
199.885,512,746
199.890,512,745
199.895,512,746
199.900,512,745
199.905,512,745
199.910,512,745
199.915,512,746
199.920,512,745
199.925,512,745
199.930,512,745
199.935,512,745
199.940,512,746
199.945,512,745
199.950,512,745
199.955,512,745
199.960,511,746
199.965,512,746
199.970,512,745
199.975,512,746
199.980,512,746
199.985,512,745
199.990,511,745
199.995,512,745
200.000,512,745
200.005,512,746
200.010,512,745
200.015,512,745
200.020,512,745
200.025,512,745
200.030,512,745
200.035,512,745
200.040,512,745
200.045,512,746
200.050,512,746
200.055,512,745
200.060,512,746
200.065,512,745
200.070,511,745
200.075,512,746
200.080,512,746
200.085,512,745
200.090,512,746
200.095,512,745
200.100,512,745
200.105,512,745
200.110,512,745
200.115,512,746
200.120,512,746
200.125,512,746
200.130,512,746
200.135,512,745
200.140,512,746
200.145,512,745
200.150,512,745
200.155,512,746
200.160,512,745
200.165,512,746
200.170,512,745
200.175,512,745
200.180,512,746
200.185,512,745
200.190,512,745
200.195,512,746
200.200,512,745
200.205,512,746
200.210,512,745
200.215,512,745
200.220,512,746
200.225,512,745
200.230,512,746
200.235,512,746
200.240,512,745
200.245,512,746
200.250,512,745
200.255,512,745
200.260,512,746
200.265,512,745
200.270,511,746
200.275,512,746
200.280,512,745
200.285,512,745
200.290,512,745
200.295,512,745
200.300,512,746
200.305,512,745
200.310,512,746
200.315,512,745
200.320,512,745
200.325,512,746
200.330,512,745
200.335,512,745
200.340,512,746
200.345,512,745
200.350,512,746
200.355,512,746
200.360,512,745
200.365,512,746
200.370,512,745
200.375,512,745
200.380,512,745
200.385,512,745
200.390,512,745
200.395,512,745
200.400,512,745
200.405,512,745
200.410,512,745
200.415,512,745
200.420,512,746
200.425,512,746
200.430,512,746
200.435,512,745
200.440,512,746
200.445,512,745
200.450,512,745
200.455,512,746
200.460,512,745
200.465,512,745
200.470,512,745
200.475,512,745
200.480,512,745
200.485,512,745
200.490,512,745
200.495,512,745
200.500,512,745
200.505,512,745
200.510,512,746
200.515,512,745
200.520,512,746
200.525,512,745
200.530,512,745
200.535,512,745
200.540,512,745
200.545,512,745
200.550,512,746
200.555,512,745
200.560,512,746
200.565,512,746
200.570,512,746
200.575,512,745
200.580,512,745
200.585,512,745
200.590,512,745
200.595,512,745
200.600,512,746
200.605,512,745
200.610,512,746
200.615,512,745
200.620,512,746
200.625,512,746
200.630,512,746
200.635,512,745
200.640,512,745
200.645,512,745
200.650,512,745
200.655,512,746
200.660,511,745
200.665,512,745
200.670,512,746
200.675,512,745
200.680,512,745
200.685,512,745
200.690,512,745
200.695,512,745
200.700,512,746
200.705,512,746
200.710,512,745
200.715,512,745
200.720,512,746
200.725,512,745
200.730,512,745
200.735,512,745
200.740,512,745
200.745,512,745
200.750,512,745
200.755,512,745
200.760,512,746
200.765,512,746
200.770,512,746
200.775,512,746
200.780,512,746
200.785,512,745
200.790,512,745
200.795,512,745
200.800,512,746
200.805,512,746
200.810,512,745
200.815,512,746
200.820,512,745
200.825,512,745
200.830,512,746
200.835,512,746
200.840,512,745
200.845,512,746
200.850,512,746
200.855,512,745
200.860,512,745
200.865,512,745
200.870,512,746
200.875,512,746
200.880,512,745
200.885,512,745
200.890,512,745
200.895,512,746
200.900,512,745
200.905,512,745
200.910,511,746
200.915,512,746
200.920,512,746
200.925,512,745
200.930,512,745
200.935,512,745
200.940,512,745
200.945,512,746
200.950,512,745
200.955,512,745
200.960,512,746
200.965,512,745
200.970,512,746
200.975,512,745
200.980,512,746
200.985,512,745
200.990,512,746
200.995,512,745
201.000,512,746
201.005,512,745
201.010,512,746
201.015,512,746
201.020,512,745
201.025,512,745
201.030,512,746
201.035,512,746
201.040,512,745
201.045,512,745
201.050,512,746
201.055,512,745
201.060,512,746
201.065,512,746
201.070,512,746
201.075,512,745
201.080,512,745
201.085,512,745
201.090,512,745
201.095,512,745
201.100,512,745
201.105,512,745
201.110,512,746
201.115,512,745
201.120,512,745
201.125,512,745
201.130,512,745
201.135,512,746
201.140,511,745
201.145,511,745
201.150,512,746
201.155,512,745
201.160,513,746
201.165,512,745
201.170,512,746
201.175,512,745
201.180,512,745
201.185,512,746
201.190,512,745
201.195,512,746
201.200,512,745
201.205,512,745
201.210,512,745
201.215,512,746
201.220,512,745
201.225,512,745
201.230,512,745
201.235,512,746
201.240,512,746
201.245,512,745
201.250,512,746
201.255,511,745
201.260,512,746
201.265,512,745
201.270,512,746
201.275,512,746
201.280,512,745
201.285,512,745
201.290,512,745
201.295,512,745
201.300,512,746
201.305,512,745
201.310,512,745
201.315,512,745
201.320,511,745
201.325,512,746
201.330,512,746
201.335,512,745
201.340,512,746
201.345,512,746
201.350,512,745
201.355,512,745
201.360,512,745
201.365,512,746
201.370,512,745
201.375,512,745
201.380,512,745
201.385,512,745
201.390,511,745
201.395,512,745
201.400,512,745
201.405,511,746
201.410,512,745
201.415,512,745
201.420,512,746
201.425,512,745
201.430,512,745
201.435,512,745
201.440,512,746
201.445,512,745
201.450,512,746
201.455,512,745
201.460,512,746
201.465,512,745
201.470,512,745
201.475,512,746
201.480,511,746
201.485,512,745
201.490,512,745
201.495,511,746
201.500,512,745
201.505,512,745
201.510,512,745
201.515,512,745
201.520,512,745
201.525,512,745
201.530,512,745
201.535,512,745
201.540,512,746
201.545,512,745
201.550,512,745
201.555,512,746
201.560,512,745
201.565,512,745
201.570,512,745
201.575,512,745
201.580,512,745
201.585,512,745
201.590,512,745
201.595,512,746
201.600,512,745
201.605,511,745
201.610,512,745
201.615,512,745
201.620,512,745
201.625,512,745
201.630,512,745
201.635,512,745
201.640,512,746
201.645,512,745
201.650,512,745
201.655,512,745
201.660,512,745
201.665,512,745
201.670,512,745
201.675,512,746
201.680,511,745
201.685,512,745
201.690,512,745
201.695,512,745
201.700,512,745
201.705,512,745
201.710,512,745
201.715,512,745
201.720,512,745
201.725,512,745
201.730,512,745
201.735,512,746
201.740,512,746
201.745,512,746
201.750,512,746
201.755,512,745
201.760,512,746
201.765,512,745
201.770,512,745
201.775,512,745
201.780,512,745
201.785,512,746
201.790,512,746
201.795,512,745
201.800,512,745
201.805,512,745
201.810,512,745
201.815,512,745
201.820,512,746
201.825,512,745
201.830,512,745
201.835,511,746
201.840,512,745
201.845,512,745
201.850,512,745
201.855,512,745
201.860,512,745
201.865,512,745
201.870,512,745
201.875,512,746
201.880,512,745
201.885,512,746
201.890,512,745
201.895,512,745
201.900,512,745
201.905,512,745
201.910,512,745
201.915,512,746
201.920,512,745
201.925,512,746
201.930,512,745
201.935,512,745
201.940,512,746
201.945,512,745
201.950,512,746
201.955,511,746
201.960,512,745
201.965,512,746
201.970,512,746
201.975,512,745
201.980,512,745
201.985,511,745
201.990,512,745
201.995,512,746
202.000,512,745
202.005,512,746
202.010,512,745
202.015,512,745
202.020,512,745
202.025,512,745
202.030,512,745
202.035,512,745
202.040,512,745
202.045,512,746
202.050,512,745
202.055,512,745
202.060,512,746
202.065,512,745
202.070,512,746
202.075,512,746
202.080,512,745
202.085,512,745
202.090,512,745
202.095,512,745
202.100,512,746
202.105,512,745
202.110,511,745
202.115,512,745
202.120,512,746
202.125,512,745
202.130,512,745
202.135,512,745
202.140,512,745
202.145,512,745
202.150,512,745
202.155,512,746
202.160,512,746
202.165,512,745
202.170,512,745
202.175,512,746
202.180,512,745
202.185,512,745
202.190,512,745
202.195,513,745
202.200,512,746
202.205,512,745
202.210,512,745
202.215,512,746
202.220,512,745
202.225,512,745
202.230,511,745
202.235,512,745
202.240,512,746
202.245,512,745
202.250,512,745
202.255,512,745
202.260,512,745
202.265,512,745
202.270,512,746
202.275,512,745
202.280,512,745
202.285,512,746
202.290,512,745
202.295,512,745
202.300,512,745
202.305,512,745
202.310,512,745
202.315,512,745
202.320,512,745
202.325,512,745
202.330,512,745
202.335,512,746
202.340,512,745
202.345,512,745
202.350,512,746
202.355,512,745
202.360,512,745
202.365,512,745
202.370,512,746
202.375,511,746
202.380,512,746
202.385,512,746
202.390,512,745
202.395,512,746
202.400,512,745
202.405,512,746
202.410,512,745
202.415,512,746
202.420,512,745
202.425,512,746
202.430,512,745
202.435,512,746
202.440,512,745
202.445,512,746
202.450,512,745
202.455,512,746
202.460,512,745
202.465,512,746
202.470,512,745
202.475,512,746
202.480,512,745
202.485,512,746
202.490,512,745
202.495,512,745
202.500,512,745
202.505,512,745
202.510,512,745
202.515,512,745
202.520,512,745
202.525,512,746
202.530,512,745
202.535,512,745
202.540,511,745
202.545,512,745
202.550,512,746
202.555,512,746
202.560,512,745
202.565,511,745
202.570,512,745
202.575,512,746
202.580,512,745
202.585,512,746
202.590,512,745
202.595,512,745
202.600,512,746
202.605,512,745
202.610,512,745
202.615,512,746
202.620,512,745
202.625,512,746
202.630,512,745
202.635,512,745
202.640,512,745
202.645,512,745
202.650,512,745
202.655,512,746
202.660,512,746
202.665,512,745
202.670,512,746
202.675,512,745
202.680,512,745
202.685,512,745
202.690,512,746
202.695,512,745
202.700,512,745
202.705,512,745
202.710,512,745
202.715,512,746
202.720,512,746
202.725,512,745
202.730,512,745
202.735,512,745
202.740,512,745
202.745,512,745
202.750,512,746
202.755,512,745
202.760,512,746
202.765,512,745
202.770,512,745
202.775,512,746
202.780,512,746
202.785,512,746
202.790,512,746
202.795,512,746
202.800,512,745
202.805,513,745
202.810,512,745
202.815,512,746
202.820,512,745
202.825,512,746
202.830,512,745
202.835,512,746
202.840,512,745
202.845,512,746
202.850,512,745
202.855,512,746
202.860,512,745
202.865,512,746
202.870,512,745
202.875,512,746
202.880,512,745
202.885,512,746
202.890,512,745
202.895,512,746
202.900,512,745
202.905,512,746
202.910,512,745
202.915,513,746
202.920,512,745
202.925,512,746
202.930,512,745
202.935,512,746
202.940,511,745
202.945,512,745
202.950,512,746
202.955,512,745
202.960,512,745
202.965,512,745
202.970,512,745
202.975,512,745
202.980,512,745
202.985,512,745
202.990,512,745
202.995,511,745
203.000,512,745
203.005,512,746
203.010,512,746
203.015,512,745
203.020,512,745
203.025,512,745
203.030,511,746
203.035,512,745
203.040,512,746
203.045,512,745
203.050,512,745
203.055,512,746
203.060,512,745
203.065,512,746
203.070,512,745
203.075,512,745
203.080,512,745
203.085,512,745
203.090,512,745
203.095,512,746
203.100,512,745
203.105,512,745
203.110,512,745
203.115,512,746
203.120,512,746
203.125,512,745
203.130,512,746
203.135,512,745
203.140,512,745
203.145,512,746
203.150,512,745
203.155,512,745
203.160,512,746
203.165,512,746
203.170,512,745
203.175,512,746
203.180,511,745
203.185,512,745
203.190,512,745
203.195,512,746
203.200,512,746
203.205,512,746
203.210,512,746
203.215,512,745
203.220,512,745
203.225,512,745
203.230,512,745
203.235,512,745
203.240,512,745
203.245,512,745
203.250,512,745
203.255,512,746
203.260,512,745
203.265,512,746
203.270,512,746
203.275,512,745
203.280,512,745
203.285,512,745
203.290,512,745
203.295,512,745
203.300,512,746
203.305,512,745
203.310,512,745
203.315,512,745
203.320,512,745
203.325,512,746
203.330,512,745
203.335,512,745
203.340,512,745
203.345,512,745
203.350,512,745
203.355,512,745
203.360,512,746
203.365,512,745
203.370,512,745
203.375,512,745
203.380,512,745
203.385,512,745
203.390,512,745
203.395,512,745
203.400,512,745
203.405,512,745
203.410,512,745
203.415,512,745
203.420,511,745
203.425,512,746
203.430,512,745
203.435,512,745
203.440,512,746
203.445,512,745
203.450,512,745
203.455,512,745
203.460,512,745
203.465,512,745
203.470,512,746
203.475,512,746
203.480,512,746
203.485,512,745
203.490,512,745
203.495,512,746
203.500,511,745
203.505,512,745
203.510,512,745
203.515,512,746
203.520,512,745
203.525,512,745
203.530,512,745
203.535,512,746
203.540,512,745
203.545,512,746
203.550,512,745
203.555,512,745
203.560,512,745
203.565,512,745
203.570,512,745
203.575,512,745
203.580,512,745
203.585,512,746
203.590,512,746
203.595,512,746
203.600,511,746
203.605,512,746
203.610,512,745
203.615,512,746
203.620,512,745
203.625,512,745
203.630,512,745
203.635,512,746
203.640,512,745
203.645,512,745
203.650,512,745
203.655,512,746
203.660,512,745
203.665,512,745
203.670,512,745
203.675,512,745
203.680,512,745
203.685,512,746
203.690,512,746
203.695,512,746
203.700,512,745
203.705,512,746
203.710,512,745
203.715,512,745
203.720,512,745
203.725,512,745
203.730,512,745
203.735,512,745
203.740,512,745
203.745,512,745
203.750,512,745
203.755,512,746
203.760,512,745
203.765,512,746
203.770,512,745
203.775,512,746
203.780,512,745
203.785,512,745
203.790,512,745
203.795,512,745
203.800,512,745
203.805,512,745
203.810,512,745
203.815,512,745
203.820,512,745
203.825,512,745
203.830,512,745
203.835,512,745
203.840,512,745
203.845,512,745
203.850,512,745
203.855,512,745
203.860,512,745
203.865,512,745
203.870,512,746
203.875,512,746
203.880,512,745
203.885,512,746
203.890,512,745
203.895,512,745
203.900,512,746
203.905,512,745
203.910,512,746
203.915,512,745
203.920,511,746
203.925,511,745
203.930,512,745
203.935,512,745
203.940,512,746
203.945,512,746
203.950,512,746
203.955,512,745
203.960,512,745
203.965,512,745
203.970,512,745
203.975,512,745
203.980,512,746
203.985,511,745
203.990,512,745
203.995,512,745
204.000,512,745
204.005,512,746
204.010,512,745
204.015,512,745
204.020,512,746
204.025,512,745
204.030,512,745
204.035,512,745
204.040,512,745
204.045,512,745
204.050,512,746
204.055,512,745
204.060,512,746
204.065,512,746
204.070,512,746
204.075,512,745
204.080,512,746
204.085,512,745
204.090,512,745
204.095,512,746
204.100,512,745
204.105,512,745
204.110,512,746
204.115,512,745
204.120,512,745
204.125,512,745
204.130,512,745
204.135,512,746
204.140,512,745
204.145,512,745
204.150,512,745
204.155,512,745
204.160,512,746
204.165,512,745
204.170,512,746
204.175,512,746
204.180,512,745
204.185,512,745
204.190,512,745
204.195,512,745
204.200,512,745
204.205,512,745
204.210,512,745
204.215,512,745
204.220,512,745
204.225,512,746
204.230,512,745
204.235,512,745
204.240,512,746
204.245,512,745
204.250,512,745
204.255,511,745
204.260,512,745
204.265,512,746
204.270,512,745
204.275,512,745
204.280,512,746
204.285,512,746
204.290,512,745
204.295,513,745
204.300,512,746
204.305,513,746
204.310,512,745
204.315,512,745
204.320,512,746
204.325,512,745
204.330,512,745
204.335,512,745
204.340,512,745
204.345,512,745
204.350,512,746
204.355,512,745
204.360,512,746
204.365,512,745
204.370,512,745
204.375,512,745
204.380,513,746
204.385,512,745
204.390,512,745
204.395,512,745
204.400,512,745
204.405,512,745
204.410,512,746
204.415,512,745
204.420,512,745
204.425,512,745
204.430,512,745
204.435,512,745
204.440,512,745
204.445,512,745
204.450,512,746
204.455,512,746
204.460,512,745
204.465,512,745
204.470,512,745
204.475,512,745
204.480,512,745
204.485,512,745
204.490,512,745
204.495,512,745
204.500,512,746
204.505,512,745
204.510,512,745
204.515,512,745
204.520,512,745
204.525,512,745
204.530,512,745
204.535,512,745
204.540,513,745
204.545,512,745
204.550,512,746
204.555,512,746
204.560,512,745
204.565,512,746
204.570,512,745
204.575,512,745
204.580,512,745
204.585,512,745
204.590,512,746
204.595,512,745
204.600,512,746
204.605,512,745
204.610,512,745
204.615,512,745
204.620,512,745
204.625,512,745
204.630,512,745
204.635,512,745
204.640,512,745
204.645,512,746
204.650,512,745
204.655,512,745
204.660,512,746
204.665,512,746
204.670,512,745
204.675,512,745
204.680,512,745
204.685,512,746
204.690,512,745
204.695,512,745
204.700,512,746
204.705,512,745
204.710,512,746
204.715,512,746
204.720,511,745
204.725,512,746
204.730,512,746
204.735,512,745
204.740,512,745
204.745,512,745
204.750,512,745
204.755,512,745
204.760,513,745
204.765,512,745
204.770,512,745
204.775,512,746
204.780,512,745
204.785,512,746
204.790,512,745
204.795,512,745
204.800,512,745
204.805,512,745
204.810,512,746
204.815,512,745
204.820,512,745
204.825,512,745
204.830,512,745
204.835,512,745
204.840,512,746
204.845,512,745
204.850,512,745
204.855,512,745
204.860,512,746
204.865,512,746
204.870,512,746
204.875,512,745
204.880,512,745
204.885,512,745
204.890,512,745
204.895,512,746
204.900,512,745
204.905,512,745
204.910,512,745
204.915,512,745
204.920,512,746
204.925,512,746
204.930,512,745
204.935,512,745
204.940,512,746
204.945,512,746
204.950,512,745
204.955,512,746
204.960,512,745
204.965,512,746
204.970,512,745
204.975,512,746
204.980,512,745
204.985,512,746
204.990,512,745
204.995,512,746
205.000,512,745
205.005,512,745
205.010,512,745
205.015,512,745
205.020,512,746
205.025,512,745
205.030,512,745
205.035,512,745
205.040,512,746
205.045,512,745
205.050,512,745
205.055,512,745
205.060,512,746
205.065,512,745
205.070,512,746
205.075,512,745
205.080,512,745
205.085,512,745
205.090,512,745
205.095,512,745
205.100,512,746
205.105,512,745
205.110,512,746
205.115,512,745
205.120,512,746
205.125,512,745
205.130,512,745
205.135,512,745
205.140,512,746
205.145,512,745
205.150,512,746
205.155,512,745
205.160,512,746
205.165,512,745
205.170,512,745
205.175,512,746
205.180,512,746
205.185,512,746
205.190,512,745
205.195,512,746
205.200,512,745
205.205,512,746
205.210,512,745
205.215,512,745
205.220,512,745
205.225,512,746
205.230,512,745
205.235,512,745
205.240,512,745
205.245,512,746
205.250,512,745
205.255,512,745
205.260,512,745
205.265,512,745
205.270,512,745
205.275,512,746
205.280,512,745
205.285,512,746
205.290,512,745
205.295,511,745
205.300,512,745
205.305,512,746
205.310,512,745
205.315,512,745
205.320,512,745
205.325,512,745
205.330,512,745
205.335,512,745
205.340,512,745
205.345,512,746
205.350,512,745
205.355,512,746
205.360,512,745
205.365,512,745
205.370,512,745
205.375,512,745
205.380,512,745
205.385,512,745
205.390,512,745
205.395,512,745
205.400,512,746
205.405,512,745
205.410,512,745
205.415,512,745
205.420,512,746
205.425,512,745
205.430,512,745
205.435,512,745
205.440,512,745
205.445,512,745
205.450,512,746
205.455,512,745
205.460,512,746
205.465,512,745
205.470,512,746
205.475,512,745
205.480,512,745
205.485,512,745
205.490,512,745
205.495,512,745
205.500,512,745
205.505,512,746
205.510,512,746
205.515,512,746
205.520,512,745
205.525,512,746
205.530,512,745
205.535,512,745
205.540,512,745
205.545,512,745
205.550,512,746
205.555,512,745
205.560,512,745
205.565,512,746
205.570,512,745
205.575,512,746
205.580,512,745
205.585,512,745
205.590,512,745
205.595,512,746
205.600,512,745
205.605,512,745
205.610,512,745
205.615,512,746
205.620,512,745
205.625,512,745
205.630,512,745
205.635,512,746
205.640,512,745
205.645,511,745
205.650,512,745
205.655,512,746
205.660,512,745
205.665,512,745
205.670,512,745
205.675,512,745
205.680,512,746
205.685,512,745
205.690,512,746
205.695,512,745
205.700,512,745
205.705,512,745
205.710,512,745
205.715,512,745
205.720,512,746
205.725,512,745
205.730,512,746
205.735,512,745
205.740,512,746
205.745,512,745
205.750,511,746
205.755,512,746
205.760,512,745
205.765,511,745
205.770,512,745
205.775,512,746
205.780,512,745
205.785,512,745
205.790,512,745
205.795,512,746
205.800,512,746
205.805,512,745
205.810,512,745
205.815,512,746
205.820,512,745
205.825,512,745
205.830,512,745
205.835,512,745
205.840,512,745
205.845,512,745
205.850,512,745
205.855,512,745
205.860,512,745
205.865,512,745
205.870,512,746
205.875,512,745
205.880,512,745
205.885,512,745
205.890,511,746
205.895,511,746
205.900,512,746
205.905,512,745
205.910,512,746
205.915,512,746
205.920,512,745
205.925,512,746
205.930,512,745
205.935,512,746
205.940,512,745
205.945,512,745
205.950,512,746
